fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
2708912,58146711,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",28.0,250,g,"1 cup",70.0
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,213,g,"1 microwavable cup",72.4
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,250,g,"1 cup",85.0
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,425,g,"1 can",144
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,250,g,"Quantity not specified",85.0
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,411,g,"1 large microwavable bowl",140
2708911,58146703,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, ready-to-heat",34.0,170,g,"1 Spaghettio's snack size microwavable tray",57.8
2708907,58146692,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",32.0,250,g,"1 cup",80.0
2708907,58146692,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, and added vegetables, home recipe",32.0,250,g,"Quantity not specified",80.0
2708909,58146701,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, restaurant",32.0,250,g,"1 cup",80.0
2708909,58146701,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, restaurant",32.0,250,g,"Quantity not specified",80.0
2708910,58146702,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, home recipe",35.0,250,g,"Quantity not specified",87.5
2708910,58146702,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce and meat, home recipe",35.0,250,g,"1 cup",87.5
2708906,58146691,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",30.0,250,g,"1 cup",75.0
2708906,58146691,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, and added vegetables, restaurant",30.0,250,g,"Quantity not specified",75.0
2708900,58146671,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",24.0,250,g,"1 cup",60.0
2708900,58146671,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",24.0,250,g,"Quantity not specified",60.0
2708904,58146682,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, home recipe",38.0,250,g,"Quantity not specified",95.0
2708904,58146682,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, home recipe",38.0,250,g,"1 cup",95.0
2708901,58146672,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",25.0,250,g,"1 cup",62.5
2708901,58146672,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",25.0,250,g,"Quantity not specified",62.5
2708903,58146681,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, restaurant",36.0,250,g,"1 cup",90.0
2708903,58146681,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, restaurant",36.0,250,g,"Quantity not specified",90.0
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,213,g,"1 microwavable cup",80.9
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,250,g,"Quantity not specified",95.0
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,170,g,"1 Spaghettio's snack size microwavable tray",64.6
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,250,g,"1 cup",95.0
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,425,g,"1 can",162
2708905,58146683,Food Code,Survey (FNDDS),"Pasta, whole grain, with cream sauce, ready-to-heat",38.0,411,g,"1 large microwavable bowl",156
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,250,g,"1 cup",62.5
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,170,g,"1 Spaghettio's snack size microwavable tray",42.5
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,250,g,"Quantity not specified",62.5
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,411,g,"1 large microwavable bowl",103
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,213,g,"1 microwavable cup",53.2
2708902,58146673,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",25.0,425,g,"1 can",106
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,250,g,"1 cup",47.5
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,250,g,"Quantity not specified",47.5
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,170,g,"1 Spaghettio's snack size microwavable tray",32.3
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,213,g,"1 microwavable cup",40.5
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,411,g,"1 large microwavable bowl",78.1
2708893,58146643,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",19.0,425,g,"1 can",80.8
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,425,g,"1 can",76.5
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,250,g,"Quantity not specified",45.0
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,170,g,"1 Spaghettio's snack size microwavable tray",30.6
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,250,g,"1 cup",45.0
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,213,g,"1 microwavable cup",38.3
2708896,58146653,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",18.0,411,g,"1 large microwavable bowl",74.0
2708898,58146662,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",27.0,250,g,"Quantity not specified",67.5
2708898,58146662,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, home recipe",27.0,250,g,"1 cup",67.5
2708894,58146651,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",17.0,250,g,"Quantity not specified",42.5
2708894,58146651,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",17.0,250,g,"1 cup",42.5
2708895,58146652,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",18.0,250,g,"Quantity not specified",45.0
2708895,58146652,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",18.0,250,g,"1 cup",45.0
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,213,g,"1 microwavable cup",55.4
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,411,g,"1 large microwavable bowl",107
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,425,g,"1 can",110
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,170,g,"1 Spaghettio's snack size microwavable tray",44.2
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,250,g,"Quantity not specified",65.0
2708899,58146663,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",26.0,250,g,"1 cup",65.0
2708897,58146661,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",25.0,250,g,"Quantity not specified",62.5
2708897,58146661,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and seafood, restaurant",25.0,250,g,"1 cup",62.5
2708892,58146642,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",19.0,250,g,"1 cup",47.5
2708892,58146642,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, home recipe",19.0,250,g,"Quantity not specified",47.5
2708885,58146621,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, restaurant",18.0,250,g,"Quantity not specified",45.0
2708885,58146621,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, restaurant",18.0,250,g,"1 cup",45.0
2708891,58146641,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",18.0,250,g,"1 cup",45.0
2708891,58146641,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and poultry, restaurant",18.0,250,g,"Quantity not specified",45.0
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,425,g,"1 can",80.8
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,250,g,"Quantity not specified",47.5
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,213,g,"1 microwavable cup",40.5
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,170,g,"1 Spaghettio's snack size microwavable tray",32.3
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,411,g,"1 large microwavable bowl",78.1
2708887,58146623,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",19.0,250,g,"1 cup",47.5
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,250,g,"Quantity not specified",45.0
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,411,g,"1 large microwavable bowl",74.0
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,250,g,"1 cup",45.0
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,425,g,"1 can",76.5
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,170,g,"1 Spaghettio's snack size microwavable tray",30.6
2708884,58146613,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",18.0,213,g,"1 microwavable cup",38.3
2708886,58146622,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, home recipe",19.0,250,g,"Quantity not specified",47.5
2708886,58146622,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and meat, home recipe",19.0,250,g,"1 cup",47.5
2708888,58146631,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",17.0,250,g,"1 cup",42.5
2708888,58146631,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",17.0,250,g,"Quantity not specified",42.5
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,250,g,"Quantity not specified",45.0
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,411,g,"1 large microwavable bowl",74.0
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,213,g,"1 microwavable cup",38.3
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,250,g,"1 cup",45.0
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,425,g,"1 can",76.5
2708890,58146633,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",18.0,170,g,"1 Spaghettio's snack size microwavable tray",30.6
2708889,58146632,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",18.0,250,g,"Quantity not specified",45.0
2708889,58146632,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",18.0,250,g,"1 cup",45.0
2708883,58146612,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",18.0,250,g,"Quantity not specified",45.0
2708883,58146612,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",18.0,250,g,"1 cup",45.0
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,170,g,"1 Spaghettio's snack size microwavable tray",32.3
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,411,g,"1 large microwavable bowl",78.1
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,250,g,"1 cup",47.5
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,425,g,"1 can",80.8
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,250,g,"Quantity not specified",47.5
2708881,58146603,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, ready-to-heat",19.0,213,g,"1 microwavable cup",40.5
2708877,58146452,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, home recipe",34.0,250,g,"Quantity not specified",85.0
2708877,58146452,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, home recipe",34.0,250,g,"1 cup",85.0
2708882,58146611,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",17.0,250,g,"1 cup",42.5
2708882,58146611,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",17.0,250,g,"Quantity not specified",42.5
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,425,g,"1 can",140
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,411,g,"1 large microwavable bowl",136
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,250,g,"1 cup",82.5
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,213,g,"1 microwavable cup",70.3
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,250,g,"Quantity not specified",82.5
2708878,58146453,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",33.0,170,g,"1 Spaghettio's snack size microwavable tray",56.1
2708879,58146601,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, restaurant",19.0,250,g,"1 cup",47.5
2708879,58146601,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, restaurant",19.0,250,g,"Quantity not specified",47.5
2708880,58146602,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, home recipe",20.0,250,g,"1 cup",50.0
2708880,58146602,Food Code,Survey (FNDDS),"Pasta, whole grain, with tomato-based sauce, home recipe",20.0,250,g,"Quantity not specified",50.0
2708874,58146442,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, home recipe",39.0,250,g,"1 cup",97.5
2708874,58146442,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, home recipe",39.0,250,g,"Quantity not specified",97.5
2708876,58146451,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, restaurant",32.0,250,g,"Quantity not specified",80.0
2708876,58146451,Food Code,Survey (FNDDS),"Pasta with cream sauce, seafood, and added vegetables, restaurant",32.0,250,g,"1 cup",80.0
2708870,58146431,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, restaurant",25.0,250,g,"1 cup",62.5
2708870,58146431,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, restaurant",25.0,250,g,"Quantity not specified",62.5
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,213,g,"1 microwavable cup",55.4
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,411,g,"1 large microwavable bowl",107
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,250,g,"1 cup",65.0
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,425,g,"1 can",110
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,170,g,"1 Spaghettio's snack size microwavable tray",44.2
2708872,58146433,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",26.0,250,g,"Quantity not specified",65.0
2708871,58146432,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, home recipe",26.0,250,g,"Quantity not specified",65.0
2708871,58146432,Food Code,Survey (FNDDS),"Pasta with cream sauce, poultry, and added vegetables, home recipe",26.0,250,g,"1 cup",65.0
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,170,g,"1 Spaghettio's snack size microwavable tray",52.7
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,425,g,"1 can",132
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,213,g,"1 microwavable cup",66.0
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,250,g,"Quantity not specified",77.5
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,250,g,"1 cup",77.5
2708869,58146423,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, ready-to-heat",31.0,411,g,"1 large microwavable bowl",127
2708873,58146441,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, restaurant",36.0,250,g,"Quantity not specified",90.0
2708873,58146441,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, restaurant",36.0,250,g,"1 cup",90.0
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,250,g,"1 cup",95.0
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,411,g,"1 large microwavable bowl",156
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,213,g,"1 microwavable cup",80.9
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,250,g,"Quantity not specified",95.0
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,170,g,"1 Spaghettio's snack size microwavable tray",64.6
2708875,58146443,Food Code,Survey (FNDDS),"Pasta with cream sauce and seafood, ready-to-heat",38.0,425,g,"1 can",162
2708864,58146411,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, restaurant",25.0,250,g,"Quantity not specified",62.5
2708864,58146411,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, restaurant",25.0,250,g,"1 cup",62.5
2708865,58146412,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, home recipe",27.0,250,g,"Quantity not specified",67.5
2708865,58146412,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, home recipe",27.0,250,g,"1 cup",67.5
2708868,58146422,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, home recipe",31.0,250,g,"1 cup",77.5
2708868,58146422,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, home recipe",31.0,250,g,"Quantity not specified",77.5
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,170,g,"1 Spaghettio's snack size microwavable tray",52.7
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,411,g,"1 large microwavable bowl",127
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,425,g,"1 can",132
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,213,g,"1 microwavable cup",66.0
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,250,g,"1 cup",77.5
2708863,58146403,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, ready-to-heat",31.0,250,g,"Quantity not specified",77.5
2708867,58146421,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, restaurant",29.0,250,g,"Quantity not specified",72.5
2708867,58146421,Food Code,Survey (FNDDS),"Pasta with cream sauce and poultry, restaurant",29.0,250,g,"1 cup",72.5
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,411,g,"1 large microwavable bowl",107
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,425,g,"1 can",110
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,250,g,"Quantity not specified",65.0
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,213,g,"1 microwavable cup",55.4
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,250,g,"1 cup",65.0
2708866,58146413,Food Code,Survey (FNDDS),"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",26.0,170,g,"1 Spaghettio's snack size microwavable tray",44.2
2708861,58146401,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, restaurant",30.0,250,g,"1 cup",75.0
2708861,58146401,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, restaurant",30.0,250,g,"Quantity not specified",75.0
2708862,58146402,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, home recipe",32.0,250,g,"Quantity not specified",80.0
2708862,58146402,Food Code,Survey (FNDDS),"Pasta with cream sauce and meat, home recipe",32.0,250,g,"1 cup",80.0
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,411,g,"1 large microwavable bowl",90.4
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,250,g,"Quantity not specified",55.0
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,213,g,"1 microwavable cup",46.9
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,425,g,"1 can",93.5
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,250,g,"1 cup",55.0
2708854,58146373,Food Code,Survey (FNDDS),"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",22.0,170,g,"1 Spaghettio's snack size microwavable tray",37.4
2708855,58146381,Food Code,Survey (FNDDS),"Pasta with cream sauce, restaurant",33.0,250,g,"1 cup",82.5
2708855,58146381,Food Code,Survey (FNDDS),"Pasta with cream sauce, restaurant",33.0,250,g,"Quantity not specified",82.5
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,250,g,"1 cup",87.5
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,250,g,"Quantity not specified",87.5
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,170,g,"1 Spaghettio's snack size microwavable tray",59.5
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,411,g,"1 large microwavable bowl",144
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,213,g,"1 microwavable cup",74.6
2708857,58146383,Food Code,Survey (FNDDS),"Pasta with cream sauce, ready-to-heat",35.0,425,g,"1 can",149
2708859,58146392,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, from home recipe",29.0,250,g,"Quantity not specified",72.5
2708859,58146392,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, from home recipe",29.0,250,g,"1 cup",72.5
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,170,g,"1 Spaghettio's snack size microwavable tray",49.3
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,250,g,"1 cup",72.5
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,250,g,"Quantity not specified",72.5
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,213,g,"1 microwavable cup",61.8
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,425,g,"1 can",123
2708860,58146393,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, ready-to-heat",29.0,411,g,"1 large microwavable bowl",119
2708856,58146382,Food Code,Survey (FNDDS),"Pasta with cream sauce, home recipe",35.0,250,g,"1 cup",87.5
2708856,58146382,Food Code,Survey (FNDDS),"Pasta with cream sauce, home recipe",35.0,250,g,"Quantity not specified",87.5
2708858,58146391,Food Code,Survey (FNDDS),"Pasta with cream sauce and added vegetables, restaurant",27.0,250,g,"Quantity not specified",67.5
